"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
5.36930987773833,1.48090745072185,0.320427796256634,-1.34969375530437,1.75991994545273,1.31645419517193,4.28530560466828,5.75183977659371,4.85340025135545,4.43648656494034
8.38533228651695,6.96628260861678,8.32583304540963,9.69919641957177,11.6687494563344,-0.258849617677147,0.153377356065257,-0.0647088576536274,-1.04595597265912,-2.50321231099786
-3.69111517110602,-3.35665876479828,-3.61793665764189,-0.0886347141583315,-5.67578962238685,0.482317101042858,-0.115589337464016,0.30873657583605,-1.11287891536833,-4.38414103895769
3.01987545124378,6.59713659669517,3.99824663079992,11.000623770871,3.85194648061199,-1.63431370623828,0.312535386993953,-0.117683520871676,-0.420931951427148,-1.30945774710854
-3.31326840369279,-6.30266903636417,-5.06628512237138,-10.1785299676137,-9.81631724865106,-0.642907875531994,1.4148340413712,-0.101560051035318,-1.81078459760484,-0.808941033840139
-1.83093963634367,-3.14527421075381,-0.174231586309556,-5.93750197673899,-5.03686963118349,-2.18715434321996,-0.561095803087753,-2.37784253947857,-2.94062256889944,1.56320412051681
5.02281893824534,7.0855569871567,6.48419419737508,9.16167942356757,9.68227488943356,-4.4142577214763,4.00853548016666,0.152894951082655,4.19945040223157,-1.71820670187203
1.00764674064588,8.24649706337532,2.84960517568036,10.2120928909917,6.9917893215142,-1.9156852215754,-0.464906248428575,0.0807493204395998,-2.63825950175738,-3.32970133759283
8.62716285445013,7.21196823775856,7.08447586258514,15.285534523598,9.24338055921416,0.203557027895676,-0.337981394833369,3.80229126400034,0.109115903595882,-2.51712115199327
3.63148000754551,4.22062442587082,3.31639374096542,5.90236754761121,1.50484602108673,-4.27722206430844,-3.61548873560047,-2.9223179974738,-1.13848402219871,-5.16431172538947
3.13275987499587,-0.140944404265789,-3.49935712957675,-5.29977051531631,5.21402445575141,2.46477439802857,1.29007332670028,9.76512724181301,6.59606711705894,4.61769629692079
7.87357165636205,3.36072272211801,2.94543311258387,-1.28904726137435,4.30963053050451,7.74925954254624,3.29245869593231,7.06705878675736,5.99596774141066,4.04816432907187
7.71084678562635,2.91535867858213,0.87373576756368,-7.8613902301062,4.58549974402771,5.13417205404655,1.80591973748945,8.07623936037224,6.42598865575609,9.14380943610743
2.5245137162389,5.80412189907307,3.20067454394645,10.9829669986315,2.06342345636965,-5.03301980234494,1.59809275093332,-3.91810129815896,-1.15322296951231,-3.65261283114686
3.65905699165188,0.703671974869063,0.0599895419242178,-9.07313601208446,2.65688435124734,5.39738781987129,4.00555444215834,9.27738436224081,7.24891789079217,4.83858107204355
4.79714056383803,9.62687565240507,8.7541322126141,9.13664990150957,12.6450123679164,-2.75932438724202,1.82364560096034,1.52492505479544,4.68929794851972,-3.41420864798497
7.46241750709611,1.13686233132232,3.29933772663954,6.08882486604368,7.180198368068,-3.38350157128282,0.903337317650897,3.27597560599503,-0.769355998833736,-2.49407596234714
7.61342424768592,6.94294240406546,0.355389461426484,9.81080280498291,9.54208738249122,-5.35832450017771,-1.34692370687823,-1.58590879422525,-5.02575851910944,-2.16415837355798
4.10996494176096,2.87816260628348,-6.08195086983678,-3.20453868815601,2.7092224850971,2.84607200952409,5.60700973300995,4.71894249481729,4.70437015048092,6.59204965262404
4.64421066522922,2.22670413956089,2.46931921513966,5.29779986849495,10.0192066244009,0.147296183567344,0.306717587620695,3.41647647034543,4.94023240013079,2.71751375772338
5.11813318384846,2.86942441936688,-0.476284435815872,1.74971626478331,1.71114119386919,1.158246824704,0.840477874975013,2.88745985556888,5.88943024857012,4.23495533701616
1.71372207619436,1.99897502915058,-0.604719195947999,-3.36343726291469,3.15039500465023,6.02866025819402,6.50662704381362,8.50342976595562,7.88224691658245,10.1443747901329
9.36706790802056,7.85301991760377,2.16163603242778,2.64495016244349,4.25244533570305,3.37242266934749,6.15476139368516,6.24889789932549,4.76054270959963,3.07767525139271
-4.62062939789902,-6.91650868502784,-1.60536671831053,-1.14270930996692,-2.02039285267723,0.970866694322366,-5.68211293823695,-1.93302345713649,-1.73690996857577,-2.33661500414927
2.70621821673624,1.26736663376032,2.74422767358512,9.05973295240362,3.77485212905124,0.27569203330027,2.09556418894321,0.325168889457576,-0.542200947932781,-1.80156218530694
4.37445983715548,2.01711263306432,2.75866632167689,-2.29236021375607,4.42849259747271,3.93236156571201,2.26646736343316,6.09484037229996,8.49174196748154,6.03756727181393
4.70821399652839,7.91686070655231,4.66029525562192,6.99405946968156,7.87304750249796,-1.16731751743841,1.40076671196439,2.57036139524512,0.660134063288351,-4.29984298842364
-7.072220061257,-13.4403944197794,-6.64904837506368,-12.4957755062434,-11.5024300202291,2.35818863728628,-1.7368388658306,-1.37671553064341,-5.76118058280919,-3.01650066407251
-8.43186404435562,-8.88593831327153,-3.12124534868023,-5.44132452425855,-6.06796907942646,4.65018890645465,-3.10884821782947,-2.73180164534629,2.80807402365874,-0.997159499249618
-11.247044758186,-11.7558507430612,-6.61471552549263,-8.76228144423522,-9.38840745285807,-0.662226934389316,-6.1406532720988,-2.42456375627264,-2.40601736405421,1.83397515023227
